PKANCODE,COMMUNE_NL,STREET_NL,HUISNR,LAT,LON
2275,Lille,Tielenbaan,96,51.2363577094,4.83872634745
2275,Lille,Pimpelmeesweg,15,51.2766529042,4.79549954409
2275,Lille,Lilsesteenweg,4,51.2311673616,4.83252376863
2275,Lille,Molenstraat,22,51.2694179021,4.86580870335
2275,Lille,Beek,25,51.2351109542,4.83207339066
2275,Lille,Baan,31,51.2330237678,4.8360335352
2275,Lille,Beersebaan,53,51.2707309216,4.8663872944
2275,Lille,Tuinwijk,24,51.2343696875,4.83316775841
2275,Lille,Vendelmansweg,77,51.2667979963,4.79750767869
2275,Lille,Molenpad,54,51.2741533481,4.86915477631
2275,Lille,Sept,30,51.2695567168,4.78375815959
2275,Lille,Nachtegalenstraat,8,51.2509445047,4.82002747972
2275,Lille,Baan,66,51.2343465486,4.83878922623
2275,Lille,Blasvenpad,5,51.2652583211,4.79551218302
2275,Lille,Violetlaan,6,51.2725047473,4.87240186466
2275,Lille,Vlimmersebaan,72,51.268605682,4.78749691695
2275,Lille,Veenzijde,12,51.2635623755,4.86401446775
2275,Lille,Heiend,87,51.2337902549,4.81828694403
2275,Lille,Zagerijstraat,40,51.2330683789,4.82294039011
2275,Lille,Rechtestraat,53,51.2400533297,4.82334062878
2275,Lille,De Dijken,39,51.247098643,4.82901278549
2275,Lille,De Nefstraat,76,51.2701784538,4.87202261181
2275,Lille,Laagland,17,51.2317904789,4.82946129249
2275,Lille,Lindenlaan,26,51.2639967877,4.79045930846
2275,Lille,Kloosterstraat,120,51.2605609328,4.85702176214
2275,Lille,Turnhoutsebaan,36,51.2733992346,4.88121560561
2275,Lille,Wechelsebaan,12,51.242549273,4.82305469259
2275,Lille,Poederleese weg,87,51.2336773834,4.8300049915
2275,Lille,Veldstraat,4,51.2400477081,4.81769012871
2275,Lille,Nachtegalenstraat,30,51.2492274777,4.81968843223
2275,Lille,Heiend,70,51.2333470318,4.81539699876
2275,Lille,Moereind,107,51.2553840664,4.78530347592
2275,Lille,Tulpenlaan,20,51.2599831147,4.79030816999
2275,Lille,Lindenlaan,9,51.2629590265,4.78969274672
2275,Lille,Valvekenstraat,14,51.2516906772,4.81836637414
2275,Lille,Boskapelstraat,42,51.2353774535,4.82232792074
2275,Lille,Zittaart,22,51.2190193881,4.80732229645
2275,Lille,Beulkbeemden,14,51.262975511,4.77434141047
2275,Lille,Leeuweriksstraat,7,51.2599661942,4.86409938419
2275,Lille,Kloosterstraat,102,51.2629967196,4.86109213695
2275,Lille,Fazantestraat,27,51.2469829006,4.82808159815
2275,Lille,Kapelstraat,52,51.2462724494,4.82532331141
2275,Lille,Doolstraat,58,51.2600043668,4.86611769661
2275,Lille,Wechelsebaan,30,51.2435096073,4.82258562062
2275,Lille,Boskant,120,51.2497572004,4.8159200421
2275,Lille,Kerkstraat,9,51.2381523393,4.8231108571
2275,Lille,Molenheide,13,51.2704749076,4.78939296443
2275,Lille,Kardinaal Cardijnlaan,44,51.2331707997,4.84051504823
2275,Lille,Boskant,5C,51.238936566,4.82004477883
2275,Lille,Broekzijstraat,100,51.2452815195,4.80609348035
2275,Lille,Valvekenstraat,32,51.2524869523,4.82112398969
2275,Lille,Nachtegalenstraat,12,51.2506173635,4.81992333178
